voltage,labels,,,
11.53244741,normal,,,
11.53244544,normal,,,
11.53244544,normal,,,
11.53243451,normal,,,
11.53242222,normal,,,
11.53239314,normal,,,
11.53235398,normal,,,
11.5322594,normal,,,
11.53179088,normal,,,
11.53078117,normal,,,
11.52923149,normal,,,
11.52570752,normal,,,
11.52218464,normal,,,
11.51729254,normal,,,
11.51240253,normal,,,
11.50751459,normal,,,
11.50262873,normal,,,
11.50068028,normal,,,
11.50068028,normal,,,
11.49813265,normal,,,
11.50217811,normal,,,
11.51626344,normal,,,
11.53041717,normal,,,
11.53179922,normal,,,
11.53179922,normal,,,
11.53179453,normal,,,
11.5317832,normal,,,
11.5317719,normal,,,
11.5317532,normal,,,
11.53171361,normal,,,
11.5316421,normal,,,
11.53128611,normal,,,
11.53015689,normal,,,
11.52838117,normal,,,
11.52396233,normal,,,
11.51954514,normal,,,
11.51342735,normal,,,
11.50855255,normal,,,
11.5039357,normal,,,
